"email","start_date","address","region","phone_number","end_date"
"fjeoung29@aol.com","","","","",""
"vivek.hyken@att.net","5/19/16","90499 5th Street,Acton,,01720","northest","(781)215-5159",""
"maciej.podlucky33@aol.com","7/15/13","8088 Brookside Drive,Aurora,IL,60505","midwest","(331)635-3051",""
"karin.bizzarro@hotmail.com","1/19/16","6027 Monroe Street,Forest Hills,NY,11375","midatlantic","(212)589-8660",""
"","","","","",""
"seahorn90@att.net","2/9/12","78546 Main Street,Pittsburg,CA,94565","west","(415)817-2423",""
"kittendorf41@yahoo.com","7/2/14","537 Clark ST APT B,Katy,,77494","southwest","(832)388-5386","10/2/15"
"mzwer@hotmail.com","","","","",""
"wanda40@hotmail.com","","","","",""
"mackean94@hotmail.com","4/18/16","708 Maple Lane,Stephen,MN,56757","midwest","(218)744-8670",""
"pcalis@mac.com","3/18/11","809 13th Street,Ravenna,NE,68869","midwest","(308)682-9663",""
"nhon.blackney@aol.com","7/18/13","9156 Hillside Avenue,Columbus,IN,47203","midwest","(812)682-7454","1/22/15"
"ihler37@hotmail.com","7/31/16","569 13th ST,Westwood,MA,02090","northest","(339)241-2486",""
"royden.raguseo@yahoo.com","2/23/15","183 West Street,Baxter Springs,KS,66713","midwest","(620)239-1862",""
"saida.bagnas@gmail.com","8/11/15","2480 Ridge Avenue,Brentwood,TN,37027","south","(615)850-5840",""
"ngan.telo38@aol.com","12/2/15","65970 4th ST N,Alhambra,CA,91803","west","(626)394-7690",""
"","","","","",""
"ladawn89@aol.com","1/15/14","7689 Surrey Lane,Statesville,NC,28677","south","(704)693-7898",""
"kolisch84@yahoo.com","1/18/14","716 Oxford Court,Sharon,,16146","midatlantic","(724)918-7243",""
"blugrand40@gmail.com","9/2/15","5266 John Street,Allegany,NY,14706","midatlantic","",""
"elana.gestl@yahoo.com","5/6/15","8738 Maple Avenue,Knoxville,,37909","south","(423)774-8108","11/28/15"
"reita.niccolai@att.net","1/17/13","205 Union Street,Cartersville,GA,30120","south","(678)923-9421","11/5/13"
"","","","","",""
"lbjorlin@att.net","","","","",""
"quilantan42@gmail.com","3/21/15","652 Oak Lane,West Fargo,ND,58078","midwest","(701)414-3488",""
"toshiyuki.pirrera@outlook.com","1/14/15","1114 New Street,Locust Grove,GA,30248","south","(770)686-6663",""
"lbirling@yahoo.com","12/15/16","4257 Railroad Street,Manhattan,KS,66503","midwest","(785)345-6188",""
"azzie.mittlieder53@aol.com","7/13/13","680 North ST,Miami,FL,33162","south","(305)953-4249","12/31/15"
"wtrigg85@yahoo.com","3/4/13","577 5th Street West,Waterford,,48329","midwest","(248)861-9019",""
"ausherman72@hotmail.com","11/11/16","443 Laurel ST,Lincoln,,78948","southwest","(979)941-4516",""
"sammi23@gmail.com","3/7/16","90875 South Street,Falls Church,VA,22044","south","(202)399-6751",""
"litsheim83@gmail.com","11/21/16","9951 Adams Street,King Of Prussia,PA,19406","midatlantic","(484)578-1600",""
"chiu51@hotmail.com","8/19/14","4863 Summit Avenue,Sedro Woolley,WA,98284","northwest","(360)832-9141",""
"adella.seguna86@att.net","9/13/11","9040 Canterbury Court,Santa Ana,CA,92704","west","(714)355-7622",""
"wolfgang35@gmail.com","1/21/12","124 Hill Street,Chevy Chase,MD,20815","midatlantic","(240)290-5420","9/9/14"
"san.ooi@gmail.com","6/5/13","5080 John ST,Sayville,NY,11782","midatlantic","(631)918-5580",""
"tlisio83@hotmail.com","1/16/14","8202 Essex CT,Califon,NJ,07830","midatlantic","(908)608-1784",""
"lynelle.stathatos@yahoo.com","6/13/16","212 Sunset Drive,Glendale,CA,91204","west","(818)813-6495",""
"adonis46@att.net","7/3/12","522 Locust Lane,Streamwood,IL,60107","midwest","(847)691-4814",""
"","","","","",""
"aram.waldhour@yahoo.com","11/8/15","1157 Cambridge DR,Mechanicsville,VA,23116","south","(804)325-1454",""
"joan.merlan@hotmail.com","","","","",""
"wilma96@yahoo.com","11/8/16","887 Maple Avenue,Arlington,MA,02474","northest","(781)221-2724",""
"hedwig.schrepel@att.net","2/27/12","9784 Mill Street,Blaine,TN,37709","south","(865)322-3556",""
"typinski20@yahoo.com","10/28/13","8466 9th Street,Miami,FL,33161","south","(786)269-8050",""
"fleur.zurowski@comcast.net","2/28/11","4837 Cherry Lane,Tekoa,WA,99033","northwest","(509)831-3492",""
"bonni64@gmail.com","11/7/15","9028 Magnolia AVE,Willis,TX,77318","southwest","(281)999-4000",""
"sprisock@att.net","2/6/16","6713 13th Street,Seminole,,33772","south","(727)814-4559",""
"schwind94@yahoo.com","5/18/15","9594 Smith Street,Muskego,WI,53150","midwest","(414)875-5471",""
"ljachelski@gmail.com","12/30/14","3500 Sunset DR,Fritch,TX,79036","southwest","(806)558-3441",""
"dorthea70@yahoo.com","1/11/16","7690 Grant ST APT A,Columbia,TN,38401","south","(615)867-7659",""
"mhuenecke@yahoo.com","6/22/13","2527 1st Street,Randolph,NE,68771","midwest","(402)919-3802",""
"cierley93@att.net","10/7/14","3484 Railroad Avenue,Colorado Springs,CO,80906","southwest","(719)256-5625","12/4/15"
"kpieschke@yahoo.com","8/19/13","230 Academy Street,Rome,NY,13440","midatlantic","(315)783-9496",""
"budreau72@gmail.com","3/4/16","647 Circle Drive,Indianapolis,IN,46216","midwest","(317)628-5356","2/13/16"
"ncurns@gmail.com","5/27/14","5253 Broadway,Passaic,NJ,07055","midatlantic","(973)270-3794",""
"grantley26@yahoo.com","","","","",""
"carlie.musillami@gmail.com","3/11/14","7485 Cambridge Drive,Austin,TX,78757","southwest","(512)383-5609",""
"maud.barroner@gmail.com","8/12/16","7278 William Street,Henderson,NV,89011","west","(702)771-6368",""
"eleen.schwertner@aol.com","8/13/16","18472 Adams Street,Houston,TX,77088","southwest","(281)230-7940",""
"mwiedemer@gmail.com","4/30/16","6459 Front Street North,Berwyn,IL,60402","midwest","(708)883-6325",""
"","","","","",""
"mhallada@gmail.com","7/14/14","520 Franklin AVE,Pensacola,FL,32526","south","(850)563-4520",""
"susane.pasternack@aol.com","7/13/15","6279 King Street,Sunset Beach,NC,28468","south","(910)649-3636","8/23/15"
"krousselle@yahoo.com","11/30/13","53804 Adams Street,Medford,NJ,08055","midatlantic","(609)595-4387",""
"meril40@hotmail.com","12/3/16","654 Buckingham Drive,Fond Du Lac,WI,54935","midwest","(920)444-8115",""
"cmcmanimon@comcast.net","3/2/16","520 Cedar AVE,Scottsdale,AZ,85258","southwest","(602)595-9062",""
"frankie97@yahoo.com","7/6/15","3681 Ridge RD,Wilbraham,MA,01095","northest","(413)456-8223",""
"henak65@gmail.com","8/16/10","678 Front Street,Chimayo,,87522","southwest","(505)282-6660",""
"martial.talabac@mac.com","12/3/16","45108 Hill Street,Ardmore,OK,73401","southwest","(580)933-4350",""
"adelle.forlini@yahoo.com","8/1/12","9739 Highland AVE,Danbury,CT,06810","northest","(203)290-2676",""
"kreidt73@outlook.com","9/6/14","151 Maple Street,Santa Ana,CA,92706","west","(949)567-3333",""
"jerline.dearduff@aol.com","5/3/16","6327 1st Avenue,Corona,CA,92883","west","(626)897-7563",""
"","","","","",""
"zaida.pavoni@att.net","6/26/14","315 Highland Avenue,Livingston,CA,95334","west","(209)314-1501",""
"laverriere78@gmail.com","","","","",""
"","","","","",""
"barcza66@gmail.com","1/31/14","445 Orange Street,Albuquerque,NM,87121","southwest","(505)454-9992",""
"azalea80@att.net","9/17/12","880 College Street,Brookline,MO,65619","midwest","(417)969-8826","8/16/15"
"dwassink46@att.net","8/10/10","293 Essex Court,Pompano Beach,FL,33071","south","(561)640-6941",""
"guillermin.schwantz89@att.net","12/12/15","318 Park Street,Daytona Beach,FL,32119","south","(386)997-2036","12/22/15"
"estraham88@att.net","8/18/15","7766 4th Street West,Irving,TX,75038","southwest","(210)879-6795",""
"idell57@hotmail.com","9/9/13","5192 Columbia Street,Racine,WI,53405","midwest","(262)239-9788",""
"hemmings81@hotmail.com","8/10/15","1023 2nd ST E,Douglasville,GA,30134","south","(678)862-7835","10/22/15"
"kkloepping60@hotmail.com","12/6/16","840 Canterbury CT,Caldwell,NJ,07006","midatlantic","(862)646-9949",""
"ranjan28@yahoo.com","12/3/13","894 Columbia Street,Andalusia,AL,36420","south","(334)838-4029",""
"aaveritte22@gmail.com","6/21/16","1250 Elm Street,Lutherville Timonium,MD,21093","midatlantic","(443)907-9555",""
"herscher89@yahoo.com","3/18/14","25825 Locust Street,Philadelphia,PA,19131","midatlantic","(215)833-1150",""
"","","","","",""
"gery58@gmail.com","12/27/13","787 Ridge Avenue,Saint Louis,MO,63129","midwest","(314)233-9632",""
"ilya94@comcast.net","9/6/15","48891 Dogwood Lane,Council Bluffs,IA,51503","midwest","(712)494-3763",""
"agustina.gabrian@yahoo.com","12/31/14","9562 8th Street,Odebolt,IA,51458","midwest","(712)298-7885",""
"","","","","",""
"celerino.fleurant@gmail.com","7/18/16","1321 Glenwood Avenue,Baton Rouge,LA,70816","south","(985)487-9755",""
"sinda54@att.net","7/1/15","350 Jefferson ST,Fort Collins,CO,80521","southwest","(970)269-9052",""
"jayson89@att.net","","","","",""
"vanzelst92@yahoo.com","7/27/11","652 Myrtle Avenue,Chula Vista,CA,91915","west","(619)671-7412",""
"juliao48@gmail.com","9/17/16","4943 Highland Avenue,Akron,OH,44305","midwest","(330)856-8433",""
"vlatacz@att.net","1/27/15","8476 Harrison Street,Holden,MA,01520","northest","(508)770-4139",""
"mkrot@gmail.com","9/8/12","693 Spruce Street,Palm Coast,FL,32164","south","(904)748-5744",""
"creola.brislen@outlook.com","9/25/15","97499 Clark Street,Colton,CA,92324","west","(714)280-1317",""
"derenda95@gmail.com","8/1/14","1189 High Street,East Aurora,NY,14052","midatlantic","(716)919-6535",""
"aculiver64@outlook.com","10/23/15","7650 New Street,Killeen,TX,76541","southwest","(254)567-5745",""
"gaetana.lines17@att.net","9/16/16","9248 Harrison ST,Chicago,IL,60660","midwest","(312)717-9667",""
"abe.rosini38@yahoo.com","","","","",""
"lbeidelman52@gmail.com","12/9/14","154 Primrose Lane,San Jose,CA,95136","west","(408)868-8610",""
"plath51@yahoo.com","8/23/14","9536 Wall Street,Pollock Pines,CA,95726","west","(530)825-1537",""
"kathern.dolci@aol.com","","","","",""
"ssundheim86@att.net","2/13/15","7904 Linden Street,Saint Louis,MO,63141","midwest","(636)782-5443",""
"mschubring54@gmail.com","","","","",""
"tarita70@aol.com","8/2/13","73810 Aspen Court,Ventura,CA,93003","west","(661)799-6782",""
"louie44@aol.com","12/1/14","1510 12th ST E,Cockeysville,MD,21030","midatlantic","(410)768-4044",""
"chelsey82@aol.com","11/8/14","7860 6th ST W,Hastings,NE,68901","midwest","(402)848-9840",""
"kulwant.wagen@att.net","1/6/16","4637 Park Place,Miami,FL,33130","south","(786)627-5524","1/1/16"
"","","","","",""
"maudine53@gmail.com","11/17/10","8509 Canterbury CT,Fort Lauderdale,FL,33311","south","(954)959-8751",""
"hoa.ladowski59@gmail.com","3/28/11","9489 Harrison Street,Branford,CT,06405","northest","(203)546-1814",""
"claibourn72@gmail.com","12/5/16","4613 Dogwood Drive,Wilton,IA,52778","midwest","(563)227-4717","4/16/16"
"tulio.foradori@yahoo.com","1/12/14","709 7th Street East,Mohnton,PA,19540","midatlantic","(717)493-9393",""
"balbir17@hotmail.com","9/20/14","1064 2nd Street West,Spring,TX,77382","southwest","(713)309-2299",""
"kuzin22@hotmail.com","8/24/16","903 Penn Street,Mcdonough,GA,30252","south","(678)354-1142",""
"lnatkin21@hotmail.com","3/2/15","5372 Green ST,Fresh Meadows,NY,11366","midatlantic","(718)399-1037","5/3/15"
"malvina.ferencsik@yahoo.com","8/20/13","2542 Court Street,Pinellas Park,FL,33782","south","(727)353-5447",""
"weatherill19@gmail.com","1/30/13","2066 Mill Road,Hialeah,FL,33016","south","(305)496-8430",""
"hmandolini@gmail.com","12/11/15","583 George ST,Encinitas,CA,92024","west","(650)366-5180",""
"agagas89@gmail.com","11/22/16","987 Valley Road,Portland,ME,04102","northest","(207)709-3261",""
"dsorongon@comcast.net","","","","",""
"","","","","",""
"sharmon41@att.net","9/2/14","9176 Park Avenue,Pompano Beach,FL,33067","south","(561)783-5660",""
"everlena.oginsky@hotmail.com","11/24/14","95339 Circle Drive,Milwaukee,WI,53213","midwest","(414)901-5174",""
"alethea.kannas@gmail.com","3/8/13","9332 Bridge Street,Tacoma,WA,98433","northwest","(253)747-9016",""
"trindel38@gmail.com","8/25/15","965 Monroe ST,San Diego,CA,92119","west","(619)674-7478",""
"liz.mandaglio@yahoo.com","","","","",""
"capone20@hotmail.com","2/16/11","1685 Hillside Avenue,Hillman,MI,49746","midwest","(989)225-6136",""
"patti49@outlook.com","8/20/16","761 Summit Avenue,New York,NY,10019","midatlantic","(212)745-6698",""
"gaetan.mulrooney@gmail.com","12/9/11","1799 New Street,Rochester,NY,14606","midatlantic","(585)533-3233",""
"abenante50@aol.com","5/14/14","16486 9th ST,Honolulu,HI,96817","west","(808)220-7443",""
"faten.kreher@gmail.com","9/15/14","7620 Elm Avenue,Charleston,SC,29406","south","(843)655-8104",""
"mildred43@yahoo.com","9/10/13","7612 Hickory Lane,San Antonio,TX,78228","southwest","(210)863-1846",""
"joan.hortelano41@aol.com","1/31/11","7688 Colonial Drive,Saint Petersburg,,33701","south","(727)661-8545",""
"ribovich57@aol.com","12/21/13","9266 5th ST,Tulsa,OK,74105","southwest","(918)917-5594",""
"","","","","",""
"errol51@att.net","2/27/14","907 Canterbury Court,Memphis,TN,38112","south","(931)409-7435",""
"vivek24@outlook.com","","","","",""
"estuhrenberg@att.net","12/27/10","76535 Glenwood Avenue,Houma,LA,70360","south","(985)274-5719",""
"sandeep.werkley@yahoo.com","4/26/13","9776 Linden Street,Warren,OH,44485","midwest","(330)658-8071",""
"ccoblyn@gmail.com","12/26/12","5569 Brookside Drive,North Charleston,SC,29420","south","(843)501-6730","9/5/13"
"kwasinski77@yahoo.com","9/23/16","3981 Maple Street,Columbus,OH,43085","midwest","(614)861-6696",""
"conor89@gmail.com","8/29/15","610 2nd ST,Tahlequah,,74464","southwest","(918)326-5031",""
"","","","","",""
"scifelli40@gmail.com","3/28/12","828 Jefferson Avenue,Atlanta,GA,30345","south","(770)858-2436",""
"annegret.aulik@yahoo.com","2/5/15","894 Creek Road,Altoona,IA,50009","midwest","(515)736-4064",""
"kara.shulsky@att.net","7/14/12","8178 2nd Street East,Rolla,MO,65401","midwest","(573)644-8472",""
"magdaline.mio@comcast.net","11/14/12","9243 Church RD,Yuma,AZ,85364","southwest","(928)507-5911",""
"jannine.selix@att.net","1/12/15","987 Main Street East,Chiloquin,,97624","northwest","(541)252-6054",""
"freda79@mac.com","9/28/16","2416 2nd Street North,Saint Johns,MI,48879","midwest","(517)204-7474",""
"dfein@yahoo.com","12/24/14","6177 Jackson Street,Algonquin,IL,60102","midwest","(224)616-8936",""
"ramberg51@gmail.com","2/1/12","4491 Pine ST,Dallas,TX,75241","southwest","(214)404-2024",""
"felino.kodatt@yahoo.com","","","","",""
"melvin.lampos@att.net","9/30/16","5610 Aspen Court,Battle Ground,WA,98604","northwest","(360)271-3141",""
"panke90@att.net","3/17/15","428 Circle Drive,Philadelphia,PA,19104","midatlantic","(215)831-6118",""
"","","","","",""
"dung83@hotmail.com","10/19/11","592 12th ST,Waelder,TX,78959","southwest","(830)833-4814",""
"velva.bolman40@mac.com","2/15/10","5032 Magnolia Avenue,Austin,TX,78759","southwest","(512)250-3802",""
"kohagura18@hotmail.com","1/13/15","5062 12th Street,Chandler,AZ,85248","southwest","(480)464-8443",""
"oved38@att.net","8/23/15","9465 Woodland Drive,Jackson,MI,49203","midwest","(517)532-4193",""
"helene.bereiter49@gmail.com","2/19/12","4786 Cambridge CT,Rogers,AR,72756","south","(479)490-5924",""
"","","","","",""
"cipriana36@yahoo.com","7/2/14","1796 Mill Road,Chicago,IL,60647","midwest","(312)588-4081",""
"ethyl36@outlook.com","3/5/15","2024 3rd Street West,West Hartford,CT,06117","northest","(203)556-1307","9/25/15"
"cathi75@gmail.com","","","","",""
"","","","","",""
"claning50@gmail.com","","","","",""
"","","","","",""
"hoelke95@yahoo.com","1/20/16","8039 George ST,Willcox,AZ,85643","southwest","(928)944-4686",""
"","","","","",""
"loni92@aol.com","6/21/16","6376 Grant Avenue,Spur,TX,79370","southwest","(806)504-9973","5/31/16"
"houshang34@yahoo.com","","","","",""
"ursel75@hotmail.com","1/18/13","1932 Henry Street,Webb City,MO,64870","midwest","(417)683-4769",""
"mendis64@gmail.com","6/6/16","4393 Oak Street,Flanders,NJ,07836","midatlantic","(973)755-1333",""
"psivill72@att.net","","","","",""
"tariq73@aol.com","1/4/12","3721 Water Street,Terrell,TX,75160","southwest","(214)944-9683",""
"indra.marvasti@gmail.com","1/29/14","985 Chestnut Street,Chula Vista,CA,91910","west","(858)501-5350","2/9/14"
"phillip78@yahoo.com","12/2/13","859 Dogwood Drive,Tulsa,OK,74115","southwest","(918)829-9567",""
"ayanoski@att.net","","","","",""
"krista37@hotmail.com","8/15/16","8636 Circle Drive,Reedsburg,WI,53959","midwest","(608)595-5778",""
"mesteth25@yahoo.com","2/6/16","141 Olive Street,Selma,CA,93662","west","(559)840-2098",""
"focarino87@hotmail.com","8/3/15","1036 Arch Street,Brethren,MI,49619","midwest","(616)200-3091",""
"baby.jeudy@gmail.com","3/18/15","1943 Willow Street,Hamilton,MT,59840","northwest","(406)688-5497",""
"zupec28@mac.com","1/27/15","884 4th Street West APT B,Cedar Rapids,IA,52402","midwest","(319)233-5450",""
"berenice27@gmail.com","1/28/10","1244 Delaware Avenue,Glenview,IL,60025","midwest","(847)937-1890","6/19/10"
"","","","","",""
"rhona94@gmail.com","8/19/16","43889 North Street,San Francisco,CA,94127","west","(650)241-1210",""
"anupam.ricot@hotmail.com","2/18/16","3793 Myrtle Avenue,Birmingham,AL,35226","south","(205)263-2020",""
"arvil.trautsch@yahoo.com","6/18/13","589 Park Place,Buffalo,NY,14206","midatlantic","(716)695-1185",""
"rosie.kougl71@comcast.net","1/28/15","4947 Maple Avenue,Crystal City,TX,78839","southwest","(830)461-3176",""
"loreta.mobarak17@hotmail.com","","","","",""
"elfie.fade@att.net","","","","",""
"lbuzzini96@yahoo.com","3/29/11","491 Ridge Avenue,West Des Moines,IA,50266","midwest","(515)791-9036",""
"malachy70@att.net","6/19/16","5680 School Street,Hughes,AR,72348","south","(870)349-9998",""
"derrel49@comcast.net","10/21/13","833 Jefferson AVE,Leawood,KS,66209","midwest","(913)821-9709",""
"zulfiqar96@gmail.com","2/8/14","778 Court Street,Brighton,CO,80602","southwest","(720)626-2785",""
"retta.minger@yahoo.com","5/19/14","9475 School ST APT B,Kountze,TX,77625","southwest","(409)354-2136","11/7/15"
"brendan53@outlook.com","8/18/14","446 6th Street North,Wakefield,RI,02879","northest","(401)216-1336","11/12/15"
"ichiro.vanders@yahoo.com","5/6/13","7306 Canal Street,Tompkinsville,KY,42167","south","(270)474-9178",""
"mvakulich56@gmail.com","8/5/15","351 Church Street,Mogadore,OH,44260","midwest","(330)247-8756",""
"cstoeffler57@gmail.com","12/7/12","8670 Hickory Lane,Petaluma,CA,94952","west","(415)658-3632","11/6/13"
"jedd58@outlook.com","9/21/15","4823 Laurel Lane,Passaic,NJ,07055","midatlantic","(201)477-5028",""
"woldegiorgis36@hotmail.com","4/1/15","677 Lincoln Avenue,Louisville,KY,40205","south","(502)276-6315",""
"loyal.rahall@att.net","11/6/12","728 Beech Street,Hacienda Heights,CA,91745","west","(909)487-5502",""
"savitri.monea21@att.net","","","","",""
"imaizumi50@hotmail.com","7/21/15","8420 Dogwood Drive,Beech Grove,IN,46107","midwest","(317)651-5235",""
"demetre.endfinger29@att.net","10/23/15","8342 Linden Street,Laurinburg,NC,28352","south","(910)233-6744",""
"bustani44@gmail.com","3/26/13","449 7th Avenue,Ferndale,MI,48220","midwest","(248)855-6852",""
"nikhil31@gmail.com","3/14/16","6983 Vine Street,Gaston,IN,47342","midwest","(765)294-4280",""
"ablaho@hotmail.com","4/27/13","9182 Pine Street,Buffalo,MO,65622","midwest","(417)891-4092",""
